v1	V(n001)	V(n003)	V(n004)	-I(R1)	-I(R2)
2.400000000000001e-01	1.500000e+01	1.500000e+01	2.400004e-01	-1.232016e-11	3.059676e-10
2.500000000000001e-01	1.500000e+01	1.500000e+01	2.500004e-01	-1.150577e-11	4.418736e-10
2.600000000000001e-01	1.500000e+01	1.500000e+01	2.600003e-01	-1.039597e-11	6.412287e-10
2.700000000000001e-01	1.500000e+01	1.500000e+01	2.700003e-01	-8.874273e-12	9.336590e-10
2.800000000000001e-01	1.500000e+01	1.500000e+01	2.800002e-01	-6.776058e-12	1.362607e-09
2.900000000000001e-01	1.500000e+01	1.500000e+01	2.900001e-01	-3.867517e-12	1.991806e-09
3.000000000000001e-01	1.500000e+01	1.500000e+01	3.000000e-01	1.841130e-13	2.914735e-09
3.100000000000001e-01	1.500000e+01	1.500000e+01	3.099998e-01	5.854051e-12	4.268510e-09
3.200000000000001e-01	1.500000e+01	1.499999e+01	3.199995e-01	1.382299e-11	6.254255e-09
3.300000000000001e-01	1.500000e+01	1.499999e+01	3.299992e-01	2.506777e-11	9.166953e-09
3.400000000000001e-01	1.500000e+01	1.499999e+01	3.399986e-01	4.099428e-11	1.343927e-08
3.500000000000001e-01	1.500000e+01	1.499998e+01	3.499979e-01	6.362948e-11	1.970576e-08
3.600000000000002e-01	1.500000e+01	1.499997e+01	3.599968e-01	9.590133e-11	2.889707e-08
3.700000000000002e-01	1.500000e+01	1.499996e+01	3.699953e-01	1.420467e-10	4.237791e-08
3.800000000000002e-01	1.500000e+01	1.499994e+01	3.799931e-01	2.082045e-10	6.214933e-08
3.900000000000002e-01	1.500000e+01	1.499991e+01	3.899900e-01	3.032816e-10	9.114495e-08
4.000000000000002e-01	1.500000e+01	1.499987e+01	3.999855e-01	4.402128e-10	1.336645e-07
4.100000000000002e-01	1.500000e+01	1.499980e+01	4.099790e-01	6.377971e-10	1.960075e-07
4.200000000000002e-01	1.500000e+01	1.499971e+01	4.199695e-01	9.233698e-10	2.873990e-07
4.300000000000002e-01	1.500000e+01	1.499958e+01	4.299559e-01	1.336683e-09	4.213377e-07
4.400000000000002e-01	1.500000e+01	1.499938e+01	4.399361e-01	1.935526e-09	6.175535e-07
4.500000000000002e-01	1.500000e+01	1.499909e+01	4.499075e-01	2.803836e-09	9.048381e-07
4.600000000000002e-01	1.500000e+01	1.499868e+01	4.598659e-01	4.063315e-09	1.325108e-06
4.700000000000003e-01	1.500000e+01	1.499806e+01	4.698056e-01	5.889912e-09	1.939178e-06
4.800000000000003e-01	1.500000e+01	1.499716e+01	4.797183e-01	8.536874e-09	2.834845e-06
4.900000000000003e-01	1.500000e+01	1.499586e+01	4.895919e-01	1.236624e-08	4.137952e-06
5.000000000000002e-01	1.500000e+01	1.499397e+01	4.994096e-01	1.789044e-08	6.027001e-06
5.100000000000002e-01	1.500000e+01	1.499125e+01	5.091478e-01	2.582430e-08	8.751452e-06
5.200000000000002e-01	1.500000e+01	1.498735e+01	5.187742e-01	3.714440e-08	1.265260e-05
5.300000000000002e-01	1.500000e+01	1.498182e+01	5.282462e-01	5.314620e-08	1.818363e-05
5.400000000000003e-01	1.500000e+01	1.497408e+01	5.375092e-01	7.547911e-08	2.592190e-05
5.500000000000003e-01	1.500000e+01	1.496344e+01	5.464978e-01	1.061289e-07	3.656246e-05
5.600000000000003e-01	1.500000e+01	1.494912e+01	5.551386e-01	1.473137e-07	5.088098e-05
5.700000000000003e-01	1.500000e+01	1.493034e+01	5.633579e-01	2.012764e-07	6.966000e-05
5.800000000000003e-01	1.500000e+01	1.490641e+01	5.710899e-01	2.700016e-07	9.358828e-05
5.900000000000003e-01	1.500000e+01	1.487684e+01	5.782872e-01	3.549333e-07	1.231609e-04
6.000000000000003e-01	1.500000e+01	1.484139e+01	5.849259e-01	4.567917e-07	1.586142e-04
6.100000000000003e-01	1.500000e+01	1.480008e+01	5.910071e-01	5.755447e-07	1.999167e-04
6.200000000000003e-01	1.500000e+01	1.475319e+01	5.965527e-01	7.105236e-07	2.468104e-04
6.300000000000003e-01	1.500000e+01	1.470112e+01	6.015996e-01	8.606183e-07	2.988809e-04
6.400000000000003e-01	1.500000e+01	1.464437e+01	6.061922e-01	1.024480e-06	3.556304e-04
6.500000000000004e-01	1.500000e+01	1.458346e+01	6.103773e-01	1.200687e-06	4.165362e-04
6.600000000000004e-01	1.500000e+01	1.451891e+01	6.142008e-01	1.387854e-06	4.810907e-04
6.700000000000004e-01	1.500000e+01	1.445118e+01	6.177050e-01	1.584698e-06	5.488241e-04
6.800000000000004e-01	1.500000e+01	1.438068e+01	6.209278e-01	1.790066e-06	6.193148e-04
6.900000000000004e-01	1.500000e+01	1.430781e+01	6.239029e-01	2.002943e-06	6.921909e-04
7.000000000000004e-01	1.500000e+01	1.423287e+01	6.266594e-01	2.222442e-06	7.671286e-04
7.100000000000004e-01	1.500000e+01	1.415615e+01	6.292227e-01	2.447798e-06	8.438477e-04
7.200000000000004e-01	1.500000e+01	1.407789e+01	6.316145e-01	2.678348e-06	9.221063e-04
7.300000000000004e-01	1.500000e+01	1.399830e+01	6.338538e-01	2.913522e-06	1.001696e-03
7.400000000000004e-01	1.500000e+01	1.391756e+01	6.359567e-01	3.152827e-06	1.082436e-03
7.500000000000004e-01	1.500000e+01	1.383583e+01	6.379374e-01	3.395837e-06	1.164171e-03
7.600000000000005e-01	1.500000e+01	1.375323e+01	6.398080e-01	3.642182e-06	1.246766e-03
7.700000000000005e-01	1.500000e+01	1.366990e+01	6.415792e-01	3.891540e-06	1.330104e-03
7.800000000000005e-01	1.500000e+01	1.358592e+01	6.432602e-01	4.143630e-06	1.414082e-03
7.900000000000005e-01	1.500000e+01	1.350139e+01	6.448593e-01	4.398205e-06	1.498611e-03
8.000000000000005e-01	1.500000e+01	1.341639e+01	6.463834e-01	4.655048e-06	1.583611e-03
8.100000000000005e-01	1.500000e+01	1.333099e+01	6.478390e-01	4.913969e-06	1.669015e-03
8.200000000000005e-01	1.500000e+01	1.324524e+01	6.492317e-01	5.174797e-06	1.754759e-03
8.300000000000005e-01	1.500000e+01	1.315921e+01	6.505664e-01	5.437382e-06	1.840791e-03
8.400000000000005e-01	1.500000e+01	1.307294e+01	6.518475e-01	5.701590e-06	1.927061e-03
8.500000000000005e-01	1.500000e+01	1.298647e+01	6.530791e-01	5.967300e-06	2.013527e-03
8.600000000000005e-01	1.500000e+01	1.289985e+01	6.542647e-01	6.234404e-06	2.100149e-03
8.700000000000006e-01	1.500000e+01	1.281311e+01	6.554074e-01	6.502804e-06	2.186895e-03
8.800000000000006e-01	1.500000e+01	1.272627e+01	6.565104e-01	6.772414e-06	2.273731e-03
8.900000000000006e-01	1.500000e+01	1.263937e+01	6.575760e-01	7.043153e-06	2.360631e-03
9.000000000000006e-01	1.500000e+01	1.255243e+01	6.586067e-01	7.314949e-06	2.447569e-03
9.100000000000006e-01	1.500000e+01	1.246548e+01	6.596047e-01	7.587736e-06	2.534523e-03
9.200000000000006e-01	1.500000e+01	1.237853e+01	6.605720e-01	7.861455e-06	2.621471e-03
9.300000000000006e-01	1.500000e+01	1.229160e+01	6.615103e-01	8.136050e-06	2.708395e-03
9.400000000000006e-01	1.500000e+01	1.220472e+01	6.624215e-01	8.411472e-06	2.795277e-03
9.500000000000006e-01	1.500000e+01	1.211790e+01	6.633068e-01	8.687673e-06	2.882103e-03
9.600000000000006e-01	1.500000e+01	1.203114e+01	6.641678e-01	8.964611e-06	2.968857e-03
9.700000000000006e-01	1.500000e+01	1.194447e+01	6.650059e-01	9.242247e-06	3.055528e-03
9.800000000000006e-01	1.500000e+01	1.185790e+01	6.658220e-01	9.520545e-06	3.142102e-03
9.900000000000007e-01	1.500000e+01	1.177143e+01	6.666175e-01	9.799472e-06	3.228569e-03
1.000000000000001e+00	1.500000e+01	1.168508e+01	6.673931e-01	1.007899e-05	3.314920e-03
1.010000000000001e+00	1.500000e+01	1.159886e+01	6.681502e-01	1.035909e-05	3.401144e-03
1.020000000000001e+00	1.500000e+01	1.151277e+01	6.688893e-01	1.063972e-05	3.487234e-03
1.030000000000001e+00	1.500000e+01	1.142682e+01	6.696114e-01	1.092087e-05	3.573182e-03
1.040000000000001e+00	1.500000e+01	1.134102e+01	6.703172e-01	1.120251e-05	3.658980e-03
1.050000000000001e+00	1.500000e+01	1.125538e+01	6.710076e-01	1.148462e-05	3.744623e-03
1.060000000000001e+00	1.500000e+01	1.116990e+01	6.716830e-01	1.176718e-05	3.830104e-03
1.070000000000001e+00	1.500000e+01	1.108458e+01	6.723443e-01	1.205017e-05	3.915417e-03
1.080000000000001e+00	1.500000e+01	1.099944e+01	6.729919e-01	1.233358e-05	4.000559e-03
1.090000000000001e+00	1.500000e+01	1.091448e+01	6.736264e-01	1.261738e-05	4.085523e-03
1.100000000000001e+00	1.500000e+01	1.082969e+01	6.742484e-01	1.290156e-05	4.170306e-03
1.110000000000001e+00	1.500000e+01	1.074510e+01	6.748584e-01	1.318611e-05	4.254903e-03
1.120000000000001e+00	1.500000e+01	1.066069e+01	6.754567e-01	1.347101e-05	4.339311e-03
1.130000000000001e+00	1.500000e+01	1.057647e+01	6.760439e-01	1.375624e-05	4.423527e-03
1.140000000000001e+00	1.500000e+01	1.049245e+01	6.766204e-01	1.404181e-05	4.507547e-03
1.150000000000001e+00	1.500000e+01	1.040863e+01	6.771866e-01	1.432768e-05	4.591370e-03
1.160000000000001e+00	1.500000e+01	1.032501e+01	6.777428e-01	1.461385e-05	4.674991e-03
1.170000000000001e+00	1.500000e+01	1.024159e+01	6.782894e-01	1.490032e-05	4.758408e-03
1.180000000000001e+00	1.500000e+01	1.015838e+01	6.788267e-01	1.518707e-05	4.841621e-03
1.190000000000001e+00	1.500000e+01	1.007537e+01	6.793550e-01	1.547409e-05	4.924625e-03
1.200000000000001e+00	1.500000e+01	9.992579e+00	6.798747e-01	1.576137e-05	5.007420e-03
1.210000000000001e+00	1.500000e+01	9.909996e+00	6.803861e-01	1.604891e-05	5.090004e-03
1.220000000000001e+00	1.500000e+01	9.827624e+00	6.808893e-01	1.633669e-05	5.172376e-03
1.230000000000001e+00	1.500000e+01	9.745466e+00	6.813847e-01	1.662471e-05	5.254534e-03
1.240000000000001e+00	1.500000e+01	9.663525e+00	6.818725e-01	1.691296e-05	5.336476e-03
1.250000000000001e+00	1.500000e+01	9.581799e+00	6.823529e-01	1.720143e-05	5.418202e-03
1.260000000000001e+00	1.500000e+01	9.500290e+00	6.828262e-01	1.749011e-05	5.499710e-03
1.270000000000001e+00	1.500000e+01	9.418999e+00	6.832926e-01	1.777901e-05	5.581001e-03
1.280000000000001e+00	1.500000e+01	9.337928e+00	6.837523e-01	1.806811e-05	5.662072e-03
1.290000000000001e+00	1.500000e+01	9.257076e+00	6.842055e-01	1.835741e-05	5.742924e-03
1.300000000000001e+00	1.500000e+01	9.176445e+00	6.846523e-01	1.864690e-05	5.823555e-03
1.310000000000001e+00	1.500000e+01	9.096035e+00	6.850930e-01	1.893657e-05	5.903965e-03
1.320000000000001e+00	1.500000e+01	9.015846e+00	6.855277e-01	1.922643e-05	5.984154e-03
1.330000000000001e+00	1.500000e+01	8.935879e+00	6.859567e-01	1.951646e-05	6.064121e-03
1.340000000000001e+00	1.500000e+01	8.856133e+00	6.863799e-01	1.980667e-05	6.143866e-03
1.350000000000001e+00	1.500000e+01	8.776611e+00	6.867977e-01	2.009704e-05	6.223389e-03
1.360000000000001e+00	1.500000e+01	8.697311e+00	6.872101e-01	2.038757e-05	6.302689e-03
1.370000000000001e+00	1.500000e+01	8.618234e+00	6.876173e-01	2.067826e-05	6.381766e-03
1.380000000000001e+00	1.500000e+01	8.539379e+00	6.880195e-01	2.096911e-05	6.460621e-03
1.390000000000001e+00	1.500000e+01	8.460747e+00	6.884166e-01	2.126010e-05	6.539253e-03
1.400000000000001e+00	1.500000e+01	8.382338e+00	6.888090e-01	2.155124e-05	6.617662e-03
1.410000000000001e+00	1.500000e+01	8.304151e+00	6.891966e-01	2.184253e-05	6.695849e-03
1.420000000000001e+00	1.500000e+01	8.226187e+00	6.895797e-01	2.213395e-05	6.773813e-03
1.430000000000001e+00	1.500000e+01	8.148445e+00	6.899583e-01	2.242551e-05	6.851554e-03
1.440000000000001e+00	1.500000e+01	8.070926e+00	6.903325e-01	2.271720e-05	6.929074e-03
1.450000000000001e+00	1.500000e+01	7.993629e+00	6.907024e-01	2.300902e-05	7.006371e-03
1.460000000000001e+00	1.500000e+01	7.916553e+00	6.910682e-01	2.330096e-05	7.083447e-03
1.470000000000001e+00	1.500000e+01	7.839699e+00	6.914300e-01	2.359303e-05	7.160301e-03
1.480000000000001e+00	1.500000e+01	7.763066e+00	6.917877e-01	2.388522e-05	7.236933e-03
1.490000000000001e+00	1.500000e+01	7.686655e+00	6.921416e-01	2.417753e-05	7.313346e-03
1.500000000000000e+00	1.500000e+01	7.610463e+00	6.924917e-01	2.446995e-05	7.389537e-03
