v1	V(n001)	V(n003)	V(n004)	-I(R1)	-I(R2)
2.400000000000001e-01	8.000000e+00	8.000000e+00	2.400002e-01	-5.320223e-12	2.726246e-10
2.500000000000001e-01	8.000000e+00	8.000000e+00	2.500001e-01	-4.505786e-12	3.962182e-10
2.600000000000001e-01	8.000000e+00	8.000000e+00	2.600001e-01	-3.395983e-12	5.775029e-10
2.700000000000001e-01	8.000000e+00	7.999999e+00	2.700001e-01	-1.874317e-12	8.434113e-10
2.800000000000001e-01	8.000000e+00	7.999999e+00	2.800000e-01	2.239069e-13	1.233443e-09
2.900000000000001e-01	8.000000e+00	7.999998e+00	2.899999e-01	3.132389e-12	1.805532e-09
3.000000000000001e-01	8.000000e+00	7.999997e+00	2.999998e-01	7.183979e-12	2.644654e-09
3.100000000000001e-01	8.000000e+00	7.999996e+00	3.099996e-01	1.285394e-11	3.875443e-09
3.200000000000001e-01	8.000000e+00	7.999994e+00	3.199993e-01	2.082274e-11	5.680707e-09
3.300000000000001e-01	8.000000e+00	7.999992e+00	3.299989e-01	3.206746e-11	8.328558e-09
3.400000000000001e-01	8.000000e+00	7.999988e+00	3.399984e-01	4.799383e-11	1.221223e-08
3.500000000000001e-01	8.000000e+00	7.999982e+00	3.499977e-01	7.062881e-11	1.790842e-08
3.600000000000002e-01	8.000000e+00	7.999974e+00	3.599966e-01	1.029005e-10	2.626286e-08
3.700000000000002e-01	8.000000e+00	7.999961e+00	3.699951e-01	1.490455e-10	3.851572e-08
3.800000000000002e-01	8.000000e+00	7.999944e+00	3.799929e-01	2.152028e-10	5.648536e-08
3.900000000000002e-01	8.000000e+00	7.999917e+00	3.899898e-01	3.102790e-10	8.283740e-08
4.000000000000002e-01	8.000000e+00	7.999878e+00	3.999853e-01	4.472090e-10	1.214786e-07
4.100000000000002e-01	8.000000e+00	7.999822e+00	4.099787e-01	6.447919e-10	1.781326e-07
4.200000000000002e-01	8.000000e+00	7.999739e+00	4.199693e-01	9.303624e-10	2.611806e-07
4.300000000000002e-01	8.000000e+00	7.999617e+00	4.299557e-01	1.343672e-09	3.828861e-07
4.400000000000002e-01	8.000000e+00	7.999439e+00	4.399359e-01	1.942512e-09	5.611727e-07
4.500000000000002e-01	8.000000e+00	7.999178e+00	4.499072e-01	2.810816e-09	8.221953e-07
4.600000000000002e-01	8.000000e+00	7.998796e+00	4.598657e-01	4.070289e-09	1.204029e-06
4.700000000000003e-01	8.000000e+00	7.998238e+00	4.698054e-01	5.896879e-09	1.761915e-06
4.800000000000003e-01	8.000000e+00	7.997425e+00	4.797181e-01	8.543839e-09	2.575600e-06
4.900000000000003e-01	8.000000e+00	7.996241e+00	4.895917e-01	1.237322e-08	3.759380e-06
5.000000000000002e-01	8.000000e+00	7.994524e+00	4.994094e-01	1.789746e-08	5.475381e-06
5.100000000000002e-01	8.000000e+00	7.992050e+00	5.091476e-01	2.583144e-08	7.950162e-06
5.200000000000002e-01	8.000000e+00	7.988506e+00	5.187740e-01	3.715182e-08	1.149369e-05
5.300000000000002e-01	8.000000e+00	7.983482e+00	5.282459e-01	5.315424e-08	1.651754e-05
5.400000000000003e-01	8.000000e+00	7.976454e+00	5.375089e-01	7.548842e-08	2.354605e-05
5.500000000000003e-01	8.000000e+00	7.966790e+00	5.464973e-01	1.061407e-07	3.321049e-05
5.600000000000003e-01	8.000000e+00	7.953784e+00	5.551381e-01	1.473300e-07	4.621533e-05
5.700000000000003e-01	8.000000e+00	7.936728e+00	5.633571e-01	2.013003e-07	6.327133e-05
5.800000000000003e-01	8.000000e+00	7.914996e+00	5.710887e-01	2.700376e-07	8.500413e-05
5.900000000000003e-01	8.000000e+00	7.888136e+00	5.782854e-01	3.549876e-07	1.118635e-04
6.000000000000003e-01	8.000000e+00	7.855936e+00	5.849233e-01	4.568714e-07	1.440641e-04
6.100000000000003e-01	8.000000e+00	7.818423e+00	5.910033e-01	5.756580e-07	1.815773e-04
6.200000000000003e-01	8.000000e+00	7.775831e+00	5.965476e-01	7.106790e-07	2.241689e-04
6.300000000000003e-01	8.000000e+00	7.728538e+00	6.015928e-01	8.608241e-07	2.714623e-04
6.400000000000003e-01	8.000000e+00	7.676995e+00	6.061835e-01	1.024744e-06	3.230053e-04
6.500000000000004e-01	8.000000e+00	7.621677e+00	6.103665e-01	1.201016e-06	3.783229e-04
6.600000000000004e-01	8.000000e+00	7.563046e+00	6.141876e-01	1.388255e-06	4.369541e-04
6.700000000000004e-01	8.000000e+00	7.501528e+00	6.176892e-01	1.585176e-06	4.984721e-04
6.800000000000004e-01	8.000000e+00	7.437506e+00	6.209093e-01	1.790627e-06	5.624937e-04
6.900000000000004e-01	8.000000e+00	7.371319e+00	6.238815e-01	2.003590e-06	6.286812e-04
7.000000000000004e-01	8.000000e+00	7.303259e+00	6.266351e-01	2.223180e-06	6.967405e-04
7.100000000000004e-01	8.000000e+00	7.233583e+00	6.291952e-01	2.448629e-06	7.664170e-04
7.200000000000004e-01	8.000000e+00	7.162509e+00	6.315839e-01	2.679276e-06	8.374909e-04
7.300000000000004e-01	8.000000e+00	7.090227e+00	6.338199e-01	2.914549e-06	9.097727e-04
7.400000000000004e-01	8.000000e+00	7.016901e+00	6.359195e-01	3.153955e-06	9.830989e-04
7.500000000000004e-01	8.000000e+00	6.942672e+00	6.378968e-01	3.397068e-06	1.057328e-03
7.600000000000005e-01	8.000000e+00	6.867662e+00	6.397640e-01	3.643517e-06	1.132337e-03
7.700000000000005e-01	8.000000e+00	6.791979e+00	6.415316e-01	3.892981e-06	1.208021e-03
7.800000000000005e-01	8.000000e+00	6.715715e+00	6.432092e-01	4.145177e-06	1.284285e-03
7.900000000000005e-01	8.000000e+00	6.638952e+00	6.448047e-01	4.399860e-06	1.361048e-03
8.000000000000005e-01	8.000000e+00	6.561761e+00	6.463252e-01	4.656812e-06	1.438239e-03
8.100000000000005e-01	8.000000e+00	6.484205e+00	6.477772e-01	4.915842e-06	1.515795e-03
8.200000000000005e-01	8.000000e+00	6.406340e+00	6.491662e-01	5.176781e-06	1.593660e-03
8.300000000000005e-01	8.000000e+00	6.328214e+00	6.504973e-01	5.439476e-06	1.671786e-03
8.400000000000005e-01	8.000000e+00	6.249873e+00	6.517748e-01	5.703796e-06	1.750127e-03
8.500000000000005e-01	8.000000e+00	6.171355e+00	6.530026e-01	5.969617e-06	1.828645e-03
8.600000000000005e-01	8.000000e+00	6.092694e+00	6.541845e-01	6.236833e-06	1.907306e-03
8.700000000000006e-01	8.000000e+00	6.013924e+00	6.553236e-01	6.505345e-06	1.986077e-03
8.800000000000006e-01	8.000000e+00	5.935070e+00	6.564228e-01	6.775068e-06	2.064930e-03
8.900000000000006e-01	8.000000e+00	5.856160e+00	6.574847e-01	7.045919e-06	2.143840e-03
9.000000000000006e-01	8.000000e+00	5.777215e+00	6.585117e-01	7.317828e-06	2.222785e-03
9.100000000000006e-01	8.000000e+00	5.698258e+00	6.595060e-01	7.590728e-06	2.301742e-03
9.200000000000006e-01	8.000000e+00	5.619306e+00	6.604695e-01	7.864560e-06	2.380694e-03
9.300000000000006e-01	8.000000e+00	5.540376e+00	6.614041e-01	8.139268e-06	2.459624e-03
9.400000000000006e-01	8.000000e+00	5.461484e+00	6.623115e-01	8.414802e-06	2.538516e-03
9.500000000000006e-01	8.000000e+00	5.382645e+00	6.631932e-01	8.691116e-06	2.617355e-03
9.600000000000006e-01	8.000000e+00	5.303871e+00	6.640505e-01	8.968168e-06	2.696129e-03
9.700000000000006e-01	8.000000e+00	5.225173e+00	6.648847e-01	9.245917e-06	2.774826e-03
9.800000000000006e-01	8.000000e+00	5.146564e+00	6.656972e-01	9.524328e-06	2.853436e-03
9.900000000000007e-01	8.000000e+00	5.068052e+00	6.664889e-01	9.803367e-06	2.931948e-03
1.000000000000001e+00	8.000000e+00	4.989646e+00	6.672609e-01	1.008300e-05	3.010354e-03
1.010000000000001e+00	8.000000e+00	4.911356e+00	6.680142e-01	1.036321e-05	3.088644e-03
1.020000000000001e+00	8.000000e+00	4.833188e+00	6.687496e-01	1.064395e-05	3.166812e-03
1.030000000000001e+00	8.000000e+00	4.755150e+00	6.694680e-01	1.092521e-05	3.244850e-03
1.040000000000001e+00	8.000000e+00	4.677247e+00	6.701702e-01	1.120696e-05	3.322753e-03
1.050000000000001e+00	8.000000e+00	4.599487e+00	6.708568e-01	1.148919e-05	3.400513e-03
1.060000000000001e+00	8.000000e+00	4.521873e+00	6.715286e-01	1.177186e-05	3.478127e-03
1.070000000000001e+00	8.000000e+00	4.444413e+00	6.721861e-01	1.205497e-05	3.555587e-03
1.080000000000001e+00	8.000000e+00	4.367109e+00	6.728301e-01	1.233848e-05	3.632891e-03
1.090000000000001e+00	8.000000e+00	4.289966e+00	6.734610e-01	1.262239e-05	3.710034e-03
1.100000000000001e+00	8.000000e+00	4.212989e+00	6.740793e-01	1.290669e-05	3.787011e-03
1.110000000000001e+00	8.000000e+00	4.136180e+00	6.746856e-01	1.319135e-05	3.863820e-03
1.120000000000001e+00	8.000000e+00	4.059543e+00	6.752803e-01	1.347635e-05	3.940457e-03
1.130000000000001e+00	8.000000e+00	3.983082e+00	6.758639e-01	1.376170e-05	4.016919e-03
1.140000000000001e+00	8.000000e+00	3.906798e+00	6.764368e-01	1.404737e-05	4.093202e-03
1.150000000000001e+00	8.000000e+00	3.830695e+00	6.769993e-01	1.433335e-05	4.169305e-03
1.160000000000001e+00	8.000000e+00	3.754774e+00	6.775519e-01	1.461964e-05	4.245226e-03
1.170000000000001e+00	8.000000e+00	3.679039e+00	6.780949e-01	1.490622e-05	4.320961e-03
1.180000000000001e+00	8.000000e+00	3.603490e+00	6.786286e-01	1.519307e-05	4.396510e-03
1.190000000000001e+00	8.000000e+00	3.528131e+00	6.791533e-01	1.548020e-05	4.471869e-03
1.200000000000001e+00	8.000000e+00	3.452962e+00	6.796694e-01	1.576759e-05	4.547038e-03
1.210000000000001e+00	8.000000e+00	3.377985e+00	6.801772e-01	1.605524e-05	4.622016e-03
1.220000000000001e+00	8.000000e+00	3.303201e+00	6.806769e-01	1.634313e-05	4.696799e-03
1.230000000000001e+00	8.000000e+00	3.228611e+00	6.811687e-01	1.663125e-05	4.771389e-03
1.240000000000001e+00	8.000000e+00	3.154218e+00	6.816530e-01	1.691961e-05	4.845782e-03
1.250000000000001e+00	8.000000e+00	3.080021e+00	6.821299e-01	1.720819e-05	4.919978e-03
1.260000000000001e+00	8.000000e+00	3.006022e+00	6.825996e-01	1.749698e-05	4.993977e-03
1.270000000000001e+00	8.000000e+00	2.932222e+00	6.830625e-01	1.778598e-05	5.067778e-03
1.280000000000001e+00	8.000000e+00	2.858621e+00	6.835187e-01	1.807519e-05	5.141379e-03
1.290000000000001e+00	8.000000e+00	2.785219e+00	6.839684e-01	1.836460e-05	5.214781e-03
1.300000000000001e+00	8.000000e+00	2.712018e+00	6.844117e-01	1.865419e-05	5.287982e-03
1.310000000000001e+00	8.000000e+00	2.639018e+00	6.848489e-01	1.894397e-05	5.360982e-03
1.320000000000001e+00	8.000000e+00	2.566219e+00	6.852802e-01	1.923393e-05	5.433781e-03
1.330000000000001e+00	8.000000e+00	2.493622e+00	6.857057e-01	1.952407e-05	5.506378e-03
1.340000000000001e+00	8.000000e+00	2.421227e+00	6.861255e-01	1.981438e-05	5.578774e-03
1.350000000000001e+00	8.000000e+00	2.349033e+00	6.865398e-01	2.010486e-05	5.650966e-03
1.360000000000001e+00	8.000000e+00	2.277043e+00	6.869488e-01	2.039549e-05	5.722957e-03
1.370000000000001e+00	8.000000e+00	2.205254e+00	6.873525e-01	2.068629e-05	5.794746e-03
1.380000000000001e+00	8.000000e+00	2.133668e+00	6.877512e-01	2.097724e-05	5.866332e-03
1.390000000000001e+00	8.000000e+00	2.062285e+00	6.881450e-01	2.126833e-05	5.937715e-03
1.400000000000001e+00	8.000000e+00	1.991104e+00	6.885340e-01	2.155958e-05	6.008896e-03
1.410000000000001e+00	8.000000e+00	1.920125e+00	6.889182e-01	2.185096e-05	6.079874e-03
1.420000000000001e+00	8.000000e+00	1.849349e+00	6.892980e-01	2.214249e-05	6.150651e-03
1.430000000000001e+00	8.000000e+00	1.778775e+00	6.896732e-01	2.243415e-05	6.221225e-03
1.440000000000001e+00	8.000000e+00	1.708404e+00	6.900440e-01	2.272594e-05	6.291596e-03
1.450000000000001e+00	8.000000e+00	1.638234e+00	6.904106e-01	2.301786e-05	6.361766e-03
1.460000000000001e+00	8.000000e+00	1.568265e+00	6.907731e-01	2.330991e-05	6.431735e-03
1.470000000000001e+00	8.000000e+00	1.498498e+00	6.911315e-01	2.360208e-05	6.501502e-03
1.480000000000001e+00	8.000000e+00	1.428932e+00	6.914859e-01	2.389437e-05	6.571068e-03
1.490000000000001e+00	8.000000e+00	1.359566e+00	6.918365e-01	2.418677e-05	6.640434e-03
1.500000000000000e+00	8.000000e+00	1.290401e+00	6.921832e-01	2.447930e-05	6.709598e-03
