v1	V(n001)	V(n003)	V(n004)	-I(R1)	-I(R2)
6.800000000000004e-01	4.000000e+00	3.469991e+00	6.208987e-01	1.790948e-06	5.300089e-04
6.900000000000004e-01	4.000000e+00	3.407628e+00	6.238693e-01	2.003961e-06	5.923720e-04
7.000000000000004e-01	4.000000e+00	3.343502e+00	6.266211e-01	2.223602e-06	6.564982e-04
7.100000000000004e-01	4.000000e+00	3.277852e+00	6.291795e-01	2.449105e-06	7.221478e-04
7.200000000000004e-01	4.000000e+00	3.210886e+00	6.315664e-01	2.679807e-06	7.891135e-04
7.300000000000004e-01	4.000000e+00	3.142783e+00	6.338005e-01	2.915136e-06	8.572168e-04
7.400000000000004e-01	4.000000e+00	3.073696e+00	6.358982e-01	3.154600e-06	9.263037e-04
7.500000000000004e-01	4.000000e+00	3.003759e+00	6.378735e-01	3.397771e-06	9.962410e-04
7.600000000000005e-01	4.000000e+00	2.933087e+00	6.397387e-01	3.644280e-06	1.066913e-03
7.700000000000005e-01	4.000000e+00	2.861781e+00	6.415045e-01	3.893804e-06	1.138219e-03
7.800000000000005e-01	4.000000e+00	2.789928e+00	6.431800e-01	4.146062e-06	1.210072e-03
7.900000000000005e-01	4.000000e+00	2.717605e+00	6.447734e-01	4.400806e-06	1.282395e-03
8.000000000000005e-01	4.000000e+00	2.644879e+00	6.462919e-01	4.657821e-06	1.355121e-03
8.100000000000005e-01	4.000000e+00	2.571810e+00	6.477419e-01	4.916913e-06	1.428190e-03
8.200000000000005e-01	4.000000e+00	2.498450e+00	6.491288e-01	5.177915e-06	1.501550e-03
8.300000000000005e-01	4.000000e+00	2.424845e+00	6.504577e-01	5.440674e-06	1.575155e-03
8.400000000000005e-01	4.000000e+00	2.351037e+00	6.517332e-01	5.705057e-06	1.648963e-03
8.500000000000005e-01	4.000000e+00	2.277063e+00	6.529589e-01	5.970941e-06	1.722937e-03
8.600000000000005e-01	4.000000e+00	2.202955e+00	6.541387e-01	6.238221e-06	1.797045e-03
8.700000000000006e-01	4.000000e+00	2.128744e+00	6.552756e-01	6.506798e-06	1.871256e-03
8.800000000000006e-01	4.000000e+00	2.054456e+00	6.563727e-01	6.776585e-06	1.945545e-03
8.900000000000006e-01	4.000000e+00	1.980113e+00	6.574325e-01	7.047501e-06	2.019887e-03
9.000000000000006e-01	4.000000e+00	1.905740e+00	6.584573e-01	7.319474e-06	2.094260e-03
9.100000000000006e-01	4.000000e+00	1.831354e+00	6.594495e-01	7.592439e-06	2.168646e-03
9.200000000000006e-01	4.000000e+00	1.756973e+00	6.604109e-01	7.866335e-06	2.243027e-03
9.300000000000006e-01	4.000000e+00	1.682614e+00	6.613435e-01	8.141108e-06	2.317386e-03
9.400000000000006e-01	4.000000e+00	1.608292e+00	6.622487e-01	8.416707e-06	2.391708e-03
9.500000000000006e-01	4.000000e+00	1.534019e+00	6.631282e-01	8.693085e-06	2.465982e-03
9.600000000000006e-01	4.000000e+00	1.459807e+00	6.639833e-01	8.970202e-06	2.540193e-03
9.700000000000006e-01	4.000000e+00	1.385668e+00	6.648155e-01	9.248015e-06	2.614332e-03
9.800000000000006e-01	4.000000e+00	1.311612e+00	6.656258e-01	9.526490e-06	2.688387e-03
9.900000000000007e-01	4.000000e+00	1.237649e+00	6.664154e-01	9.805593e-06	2.762351e-03
1.000000000000001e+00	4.000000e+00	1.163786e+00	6.671853e-01	1.008529e-05	2.836214e-03
1.010000000000001e+00	4.000000e+00	1.090032e+00	6.679364e-01	1.036556e-05	2.909968e-03
1.020000000000001e+00	4.000000e+00	1.016393e+00	6.686698e-01	1.064637e-05	2.983607e-03
1.030000000000001e+00	4.000000e+00	9.428768e-01	6.693860e-01	1.092770e-05	3.057123e-03
1.040000000000001e+00	4.000000e+00	8.694889e-01	6.700861e-01	1.120951e-05	3.130511e-03
1.050000000000001e+00	4.000000e+00	7.962350e-01	6.707706e-01	1.149180e-05	3.203765e-03
1.060000000000001e+00	4.000000e+00	7.231200e-01	6.714403e-01	1.177454e-05	3.276880e-03
1.070000000000001e+00	4.000000e+00	6.501489e-01	6.720957e-01	1.205771e-05	3.349851e-03
1.080000000000001e+00	4.000000e+00	5.773262e-01	6.727375e-01	1.234129e-05	3.422674e-03
1.090000000000001e+00	4.000000e+00	5.046587e-01	6.733663e-01	1.262526e-05	3.495341e-03
1.100000000000001e+00	4.000000e+00	4.321797e-01	6.739823e-01	1.290963e-05	3.567820e-03
1.110000000000001e+00	4.000000e+00	3.602266e-01	6.745832e-01	1.319445e-05	3.639773e-03
1.120000000000001e+00	4.000000e+00	2.921345e-01	6.751431e-01	1.348051e-05	3.707865e-03
1.130000000000001e+00	4.000000e+00	2.420725e-01	6.755522e-01	1.377114e-05	3.757928e-03
1.140000000000001e+00	4.000000e+00	2.146493e-01	6.757804e-01	1.406726e-05	3.785351e-03
1.150000000000001e+00	4.000000e+00	1.985073e-01	6.759195e-01	1.436608e-05	3.801493e-03
1.160000000000001e+00	4.000000e+00	1.877017e-01	6.760170e-01	1.466615e-05	3.812298e-03
1.170000000000001e+00	4.000000e+00	1.795341e-01	6.760940e-01	1.496685e-05	3.820466e-03
1.180000000000001e+00	4.000000e+00	1.732471e-01	6.761565e-01	1.526799e-05	3.826753e-03
1.190000000000001e+00	4.000000e+00	1.680691e-01	6.762104e-01	1.556938e-05	3.831931e-03
1.200000000000001e+00	4.000000e+00	1.636600e-01	6.762584e-01	1.587096e-05	3.836340e-03
1.210000000000001e+00	4.000000e+00	1.598368e-01	6.763020e-01	1.617267e-05	3.840163e-03
1.220000000000001e+00	4.000000e+00	1.564679e-01	6.763420e-01	1.647449e-05	3.843532e-03
1.230000000000001e+00	4.000000e+00	1.534597e-01	6.763793e-01	1.677638e-05	3.846540e-03
1.240000000000001e+00	4.000000e+00	1.507441e-01	6.764144e-01	1.707835e-05	3.849256e-03
1.250000000000001e+00	4.000000e+00	1.482707e-01	6.764477e-01	1.738037e-05	3.851729e-03
1.260000000000001e+00	4.000000e+00	1.460006e-01	6.764794e-01	1.768244e-05	3.853999e-03
1.270000000000001e+00	4.000000e+00	1.439037e-01	6.765098e-01	1.798455e-05	3.856096e-03
1.280000000000001e+00	4.000000e+00	1.419560e-01	6.765391e-01	1.828670e-05	3.858044e-03
1.290000000000001e+00	4.000000e+00	1.401381e-01	6.765674e-01	1.858887e-05	3.859862e-03
1.300000000000001e+00	4.000000e+00	1.384342e-01	6.765948e-01	1.889107e-05	3.861566e-03
1.310000000000001e+00	4.000000e+00	1.368310e-01	6.766215e-01	1.919329e-05	3.863169e-03
1.320000000000001e+00	4.000000e+00	1.353176e-01	6.766475e-01	1.949553e-05	3.864682e-03
1.330000000000001e+00	4.000000e+00	1.338847e-01	6.766729e-01	1.979779e-05	3.866115e-03
1.340000000000001e+00	4.000000e+00	1.325242e-01	6.766977e-01	2.010007e-05	3.867476e-03
1.350000000000001e+00	4.000000e+00	1.312294e-01	6.767221e-01	2.040236e-05	3.868771e-03
1.360000000000001e+00	4.000000e+00	1.299944e-01	6.767461e-01	2.070467e-05	3.870006e-03
1.370000000000001e+00	4.000000e+00	1.288139e-01	6.767696e-01	2.100698e-05	3.871186e-03
1.380000000000001e+00	4.000000e+00	1.276836e-01	6.767927e-01	2.130931e-05	3.872317e-03
1.390000000000001e+00	4.000000e+00	1.265993e-01	6.768155e-01	2.161165e-05	3.873401e-03
1.400000000000001e+00	4.000000e+00	1.255575e-01	6.768380e-01	2.191400e-05	3.874443e-03
1.410000000000001e+00	4.000000e+00	1.245552e-01	6.768602e-01	2.221636e-05	3.875445e-03
1.420000000000001e+00	4.000000e+00	1.235894e-01	6.768821e-01	2.251873e-05	3.876411e-03
1.430000000000001e+00	4.000000e+00	1.226578e-01	6.769037e-01	2.282110e-05	3.877342e-03
1.440000000000001e+00	4.000000e+00	1.217579e-01	6.769251e-01	2.312348e-05	3.878242e-03
1.450000000000001e+00	4.000000e+00	1.208878e-01	6.769463e-01	2.342587e-05	3.879112e-03
1.460000000000001e+00	4.000000e+00	1.200457e-01	6.769673e-01	2.372826e-05	3.879954e-03
1.470000000000001e+00	4.000000e+00	1.192297e-01	6.769881e-01	2.403066e-05	3.880770e-03
1.480000000000001e+00	4.000000e+00	1.184384e-01	6.770087e-01	2.433307e-05	3.881562e-03
1.490000000000001e+00	4.000000e+00	1.176703e-01	6.770291e-01	2.463548e-05	3.882330e-03
1.500000000000000e+00	4.000000e+00	1.169243e-01	6.770494e-01	2.493790e-05	3.883076e-03
